"fact_id","employeeid","jobid","attrition","businesstravel","dailyrate","hourlyrate","monthlyincome","monthlyrate","overtime","percentsalaryhike","performancerating","stockoptionlevel","totalworkingyears","yearsatcompany","yearsincurrentrole","yearssincelastpromotion","yearswithcurrmanager","environmentsatisfaction","jobsatisfaction","relationshipsatisfaction","distancefromhome","jobinvolvement","trainingtimelastyear","worklifebalance","numcompaniesworked"
214,214,15,False,"Travel_Frequently",902,92,4422,21203,"Yes",13,3,1,16,1,1,0,0,3,4,4,26,2,3,1,3
215,215,18,False,"Travel_Rarely",895,50,2207,22482,"No",16,3,1,4,4,2,2,2,1,3,4,15,3,5,2,1
216,216,24,False,"Non-Travel",1262,35,16885,16154,"No",22,4,0,27,5,4,2,1,1,4,3,1,4,3,2,2
217,217,21,False,"Travel_Rarely",890,97,2014,9687,"No",13,3,0,2,2,2,2,2,4,4,1,2,3,3,3,1
218,218,18,False,"Travel_Rarely",185,91,2705,9696,"No",16,3,1,6,5,4,0,3,2,3,2,23,1,2,4,0
219,219,1,False,"Travel_Rarely",1372,42,2115,15881,"No",12,3,0,17,17,12,5,7,4,4,2,1,3,3,3,1
220,220,13,True,"Travel_Rarely",617,34,4171,10022,"Yes",19,3,1,4,3,2,0,2,2,3,1,3,3,3,4,0
221,221,18,False,"Travel_Frequently",1096,61,2544,7102,"No",18,3,1,8,7,7,7,7,3,4,1,6,4,3,3,0
222,222,12,False,"Travel_Rarely",898,38,16437,17381,"Yes",21,4,0,21,21,7,7,7,3,4,4,6,3,2,3,1
223,223,22,False,"Travel_Frequently",322,59,13247,9731,"Yes",11,3,1,24,5,3,0,2,4,3,2,28,4,3,2,2
224,224,4,False,"Travel_Rarely",943,86,8500,5494,"No",11,3,1,10,9,7,1,6,4,4,4,9,3,0,2,0
225,225,13,False,"Travel_Rarely",376,95,5485,22670,"Yes",11,3,2,9,5,3,1,4,4,1,2,19,3,4,3,9
226,226,1,False,"Travel_Rarely",181,97,2932,5586,"Yes",14,3,3,6,5,0,1,2,4,4,1,2,4,3,3,0
227,227,1,False,"Travel_Rarely",142,70,2177,8456,"No",17,3,1,7,1,0,0,0,3,4,1,3,2,6,3,3
228,228,1,False,"Travel_Rarely",140,95,3929,6984,"Yes",23,4,1,7,4,2,0,2,3,4,3,12,3,0,3,8
229,229,13,False,"Travel_Frequently",426,42,4724,17000,"No",13,3,1,9,9,7,7,2,3,4,1,10,4,3,3,1
230,230,1,False,"Non-Travel",976,48,3065,3995,"Yes",13,3,1,4,4,2,2,3,3,1,4,3,3,3,4,1
231,231,11,False,"Travel_Rarely",555,78,3448,13436,"No",22,4,1,20,1,0,0,0,2,3,2,2,2,3,3,6
232,232,1,True,"Travel_Frequently",130,96,2022,16612,"Yes",19,3,1,10,10,2,7,8,4,2,1,25,3,3,2,1
233,233,1,False,"Travel_Rarely",253,43,2244,24440,"No",13,3,1,2,2,1,1,2,1,2,4,11,3,1,3,1
234,234,23,True,"Travel_Rarely",737,55,10306,21530,"No",17,3,0,15,13,12,6,0,4,1,3,10,2,3,3,9
235,235,7,False,"Travel_Rarely",616,41,5855,17369,"Yes",11,3,2,10,9,7,8,5,4,4,3,12,3,2,1,0
236,236,1,False,"Travel_Rarely",438,75,2632,23910,"No",14,3,0,5,5,4,0,4,1,3,3,18,3,4,2,1
237,237,9,False,"Travel_Rarely",1221,96,5486,24795,"No",11,3,3,15,2,2,2,2,3,1,1,7,3,3,3,4
238,238,11,False,"Travel_Rarely",285,86,5429,17491,"No",13,3,2,10,8,7,7,7,2,3,1,29,3,1,3,4
239,239,4,False,"Travel_Frequently",1034,86,10527,8984,"No",11,3,0,28,2,2,1,2,1,3,4,18,3,3,2,5
240,240,4,True,"Travel_Rarely",147,94,10312,3465,"No",12,3,1,40,40,10,15,6,4,4,4,23,3,3,2,1
241,241,24,False,"Travel_Rarely",1311,97,16659,23258,"Yes",13,3,0,30,5,4,1,2,3,4,3,2,3,2,3,2
242,242,9,False,"Travel_Rarely",1178,87,4936,14862,"No",11,3,1,18,7,7,0,7,3,4,3,14,3,2,2,4
243,243,1,False,"Non-Travel",697,40,2979,22478,"No",17,3,3,6,0,0,0,0,3,4,4,3,2,2,3,3
244,244,25,False,"Travel_Rarely",694,87,16124,3423,"No",14,3,2,9,7,7,1,7,4,4,2,1,2,2,2,3
245,245,13,False,"Travel_Rarely",946,52,6877,20234,"Yes",24,4,0,12,0,0,0,0,3,4,2,2,2,4,2,5
246,246,7,False,"Travel_Rarely",367,52,5731,17171,"No",13,3,2,9,6,2,1,3,3,4,3,25,2,2,3,7
247,247,15,False,"Travel_Rarely",956,78,5577,22087,"Yes",12,3,2,18,10,9,6,9,4,1,2,6,3,3,3,3
248,248,1,False,"Travel_Rarely",468,73,3785,8489,"No",14,3,0,5,5,4,0,4,4,1,2,28,2,3,1,1
249,249,30,False,"Non-Travel",179,79,6272,12858,"No",16,3,1,10,4,3,0,3,4,1,1,2,4,3,4,7
250,250,13,False,"Travel_Rarely",1084,57,4450,26250,"No",11,3,2,5,4,2,1,3,4,1,3,13,4,3,3,1
251,251,4,False,"Travel_Rarely",1276,72,7632,14295,"Yes",12,3,0,10,8,7,0,0,4,3,3,16,3,2,3,4
252,252,25,False,"Travel_Rarely",1009,51,17861,2288,"No",13,3,0,26,3,2,0,1,1,3,3,2,3,2,1,6
253,253,9,False,"Non-Travel",120,43,4221,8863,"No",15,3,0,5,5,4,0,4,2,3,2,4,3,3,4,1
254,254,9,False,"Travel_Frequently",430,54,4373,17456,"No",14,3,2,5,4,3,0,3,4,1,1,7,3,2,3,0
255,255,1,False,"Travel_Rarely",1309,83,2904,16092,"No",12,3,2,4,4,2,0,2,3,4,3,26,3,2,2,1
256,256,26,False,"Non-Travel",722,38,17444,20489,"No",11,3,0,10,10,8,6,0,4,3,4,17,3,2,3,1
257,257,9,False,"Travel_Rarely",1120,100,6652,14369,"No",13,3,1,8,6,3,0,0,2,4,1,11,2,2,2,4
258,258,9,False,"Travel_Rarely",1266,63,5673,6060,"Yes",13,3,1,10,10,9,1,7,2,3,1,10,2,4,3,1
259,259,9,False,"Travel_Frequently",1410,71,4647,16673,"Yes",20,4,2,6,6,5,0,4,4,4,2,3,4,3,3,1
260,260,9,False,"Travel_Frequently",775,47,6804,23683,"No",18,3,1,7,2,2,2,2,4,4,3,15,2,5,3,3
261,261,23,False,"Travel_Rarely",526,92,10453,2137,"No",25,4,3,24,24,13,15,7,2,1,3,1,3,2,3,1
262,262,1,True,"Travel_Frequently",575,73,3102,6582,"No",22,4,0,7,6,4,0,4,3,1,3,3,3,2,3,0
263,263,13,False,"Travel_Frequently",1069,45,9547,14074,"No",17,3,0,10,10,9,1,9,4,3,3,2,2,2,2,1
264,264,1,True,"Travel_Rarely",441,72,4963,4510,"Yes",18,3,3,7,5,4,4,3,2,2,1,14,3,2,3,9
265,265,9,False,"Travel_Rarely",1353,33,4999,17519,"No",21,4,1,4,3,2,0,2,1,3,1,3,3,2,2,0
266,266,7,False,"Travel_Rarely",447,85,6870,15530,"No",12,3,0,11,3,2,1,2,2,2,1,5,4,3,1,3
267,267,4,True,"Non-Travel",1366,72,8722,12355,"No",12,3,0,10,10,7,1,9,2,1,1,24,2,2,2,1
268,268,14,False,"Travel_Frequently",1444,88,2991,5224,"Yes",11,3,1,7,6,2,1,2,4,2,2,1,3,2,3,0
269,269,4,False,"Travel_Rarely",654,34,7119,21214,"No",15,3,1,9,3,2,1,2,4,4,3,5,2,2,3,4
270,270,9,False,"Travel_Rarely",883,32,6180,22807,"No",23,4,0,6,6,5,1,4,3,4,2,26,3,5,2,1
271,271,9,False,"Travel_Rarely",462,68,6244,7824,"No",17,3,0,10,5,4,0,3,3,3,1,14,2,6,3,7
272,272,9,False,"Travel_Frequently",1211,98,5772,20445,"Yes",21,4,0,14,9,6,0,8,1,4,3,5,3,4,3,4
273,273,21,True,"Travel_Frequently",746,45,1091,10642,"No",17,3,0,1,1,0,0,0,3,1,4,24,4,3,3,1
274,274,18,False,"Travel_Rarely",823,94,2127,9100,"No",21,4,1,1,1,0,0,0,4,2,4,17,2,2,3,1
275,275,21,False,"Travel_Rarely",1144,74,1052,23384,"No",22,4,0,1,1,0,0,0,4,2,2,10,3,5,3,1
276,276,27,False,"Travel_Rarely",722,60,12031,8828,"No",11,3,1,21,20,9,9,6,2,4,1,24,2,2,2,0
277,277,9,False,"Travel_Rarely",300,74,8396,22217,"No",14,3,1,8,7,7,7,5,3,1,2,26,3,3,2,1
278,278,1,False,"Travel_Rarely",1157,51,3058,13364,"Yes",16,3,1,6,5,2,1,1,3,2,4,17,3,3,2,0
279,279,23,True,"Travel_Rarely",1168,66,10448,5843,"Yes",13,3,0,15,2,2,2,2,1,1,2,24,3,2,2,6
280,280,24,False,"Travel_Frequently",365,89,15202,5602,"No",25,4,1,23,2,2,2,2,3,4,2,4,2,3,3,2
281,281,18,True,"Travel_Frequently",1287,55,2886,14168,"Yes",16,3,1,6,6,3,1,2,1,3,4,7,3,4,3,1
282,282,24,False,"Non-Travel",1195,65,16792,20462,"No",23,4,1,22,20,8,11,8,1,4,4,2,2,1,3,9
283,283,15,False,"Travel_Rarely",116,52,4108,5340,"No",13,3,0,18,7,7,1,7,1,4,1,24,3,2,3,7
284,284,1,False,"Travel_Rarely",509,43,3376,18863,"No",13,3,0,10,10,6,0,8,2,3,3,7,4,3,3,1
285,285,25,False,"Travel_Rarely",922,95,16184,22578,"No",19,3,1,10,6,1,0,5,1,3,3,1,4,2,3,4
286,286,12,False,"Travel_Rarely",770,84,14026,17588,"Yes",11,3,1,33,33,9,0,10,3,2,2,5,3,2,3,1
287,287,4,False,"Non-Travel",1238,74,10748,3395,"No",23,4,1,25,23,15,14,4,3,3,4,1,2,3,2,3
288,288,11,False,"Travel_Rarely",346,86,2450,10919,"No",17,3,0,19,2,2,2,2,4,4,4,6,3,4,3,2
289,289,15,False,"Travel_Frequently",928,31,4869,16885,"No",12,3,0,20,4,3,0,3,4,3,4,20,3,4,2,3
290,290,18,False,"Travel_Frequently",636,47,2376,26537,"No",13,3,1,2,2,2,2,2,4,4,2,4,2,2,4,1
291,291,31,False,"Travel_Rarely",1146,31,8837,16642,"Yes",16,3,0,9,9,0,1,7,3,4,3,26,3,2,3,1
292,292,21,True,"Travel_Rarely",383,68,4400,15182,"No",12,3,0,6,3,2,2,2,1,1,1,9,2,2,3,3
293,293,13,False,"Travel_Frequently",240,75,5980,26085,"Yes",12,3,0,17,15,7,4,12,1,1,4,2,4,2,3,6
294,294,9,False,"Travel_Rarely",1268,30,5006,6319,"Yes",11,3,1,9,5,4,0,3,3,1,1,4,3,3,4,4
295,295,28,False,"Travel_Rarely",1092,64,9667,2739,"No",14,3,0,9,7,7,0,2,1,3,2,10,3,3,3,9
296,296,7,False,"Travel_Rarely",516,69,6388,22049,"Yes",17,3,0,14,0,0,0,0,4,3,1,8,3,6,3,2
297,297,13,False,"Travel_Rarely",913,48,8847,13934,"Yes",11,3,1,13,3,2,0,2,2,2,3,9,2,2,3,2
298,298,13,False,"Travel_Rarely",369,92,6516,5041,"Yes",16,3,1,18,1,0,0,0,2,1,2,8,3,3,3,2
299,299,21,True,"Travel_Frequently",1060,54,2302,8319,"Yes",11,3,0,3,3,2,2,2,4,2,1,1,3,2,4,1
300,300,24,False,"Travel_Rarely",1490,30,16555,10310,"No",13,3,0,31,5,2,1,4,4,4,4,4,3,2,1,2
301,301,23,False,"Travel_Frequently",580,48,10475,23772,"Yes",21,4,1,20,18,13,1,12,4,1,3,5,2,2,3,5
302,302,9,False,"Non-Travel",530,36,5368,16130,"Yes",25,4,1,7,6,5,1,2,3,4,3,16,3,2,3,1
303,303,18,False,"Travel_Rarely",804,64,2380,20165,"No",18,3,0,8,1,0,0,0,1,4,2,9,3,5,3,4
304,304,2,False,"Travel_Rarely",530,51,4502,7439,"No",15,3,0,17,13,7,6,7,3,4,3,2,3,2,2,3
305,305,18,True,"Travel_Rarely",622,39,3743,10074,"Yes",24,4,1,5,4,2,0,2,3,2,4,14,2,2,1,1
306,306,25,False,"Travel_Rarely",1070,45,17584,21016,"Yes",16,3,3,21,5,3,1,3,3,3,4,3,3,5,2,3
307,307,7,False,"Travel_Rarely",404,98,6687,6163,"No",11,3,0,14,14,11,4,11,3,4,4,2,3,2,4,1
308,308,11,False,"Travel_Rarely",128,84,2176,19737,"No",13,3,0,9,6,2,0,4,4,1,4,2,2,5,3,4
309,309,23,False,"Travel_Rarely",119,76,10609,9647,"No",12,3,2,17,16,10,5,13,1,3,3,3,3,6,2,0
310,310,18,False,"Travel_Rarely",192,59,3955,11141,"No",16,3,2,6,5,3,1,3,1,1,1,1,2,2,3,1
311,311,31,True,"Travel_Rarely",1376,91,10482,2326,"No",14,3,1,24,20,6,3,6,2,1,4,1,2,1,3,9
312,312,20,False,"Travel_Rarely",1282,58,19094,10735,"No",11,3,1,26,14,13,4,8,3,3,4,5,3,3,2,4
313,313,5,False,"Travel_Frequently",515,98,13458,15146,"Yes",12,3,0,15,15,14,8,12,1,4,3,1,3,1,3,1
314,314,18,False,"Travel_Rarely",1349,63,2690,7713,"No",18,3,1,1,1,0,0,1,3,4,4,7,2,5,2,1
315,315,25,False,"Travel_Rarely",782,50,16627,2671,"Yes",14,3,1,21,1,0,0,0,2,4,3,6,2,3,2,4
316,316,28,False,"Travel_Rarely",1274,33,10648,14394,"No",25,4,1,13,13,8,0,8,3,2,4,9,3,6,4,1
317,317,18,True,"Travel_Rarely",103,50,2028,12947,"Yes",14,3,0,6,4,2,0,3,3,3,2,24,2,4,3,5
318,318,11,False,"Non-Travel",663,81,3975,23099,"No",11,3,2,11,8,7,0,7,3,3,3,9,3,2,4,3
319,319,13,False,"Travel_Rarely",483,95,6032,10110,"Yes",15,3,0,8,5,4,1,2,4,2,4,6,2,3,3,6
320,320,15,False,"Travel_Rarely",835,41,3902,5141,"No",14,3,3,7,2,2,2,2,4,4,2,19,3,2,3,8
321,321,1,False,"Travel_Rarely",1117,66,3310,4488,"No",21,4,0,5,5,3,0,2,4,4,4,8,3,3,3,1
322,322,18,False,"Travel_Rarely",802,45,3917,9541,"No",20,4,1,3,3,2,1,2,2,4,1,10,3,4,2,1
323,323,15,False,"Travel_Rarely",1300,62,3319,24447,"No",17,3,2,9,9,8,4,7,1,4,1,24,3,3,3,1
324,324,11,False,"Travel_Rarely",655,48,5915,9528,"No",22,4,1,10,7,7,1,7,4,4,4,7,3,3,2,3
325,325,21,True,"Travel_Frequently",703,90,2785,11882,"No",14,3,0,3,1,0,0,0,3,4,3,2,2,3,4,7
326,326,4,False,"Non-Travel",1097,79,9884,8302,"Yes",13,3,1,10,4,0,2,3,3,1,3,11,2,3,3,2
327,327,18,True,"Travel_Rarely",1219,32,3691,4605,"Yes",15,3,1,7,7,7,5,6,4,4,2,4,3,3,4,1
328,328,28,False,"Travel_Rarely",566,75,10845,24208,"No",13,3,1,13,8,7,0,7,4,3,2,7,3,3,3,6
329,329,1,False,"Travel_Rarely",804,86,2342,22929,"Yes",20,4,0,5,4,2,2,3,4,4,4,2,2,2,2,0
330,330,18,False,"Travel_Rarely",1229,36,2269,4892,"No",19,3,0,1,1,0,0,1,4,4,4,8,4,2,3,1
331,331,13,False,"Travel_Rarely",177,55,4765,23814,"No",21,4,1,4,1,0,0,0,1,2,3,8,3,2,4,4
332,332,27,False,"Travel_Rarely",868,73,11836,22789,"No",14,3,1,28,2,0,2,2,1,4,3,8,3,3,3,5
333,333,1,False,"Travel_Rarely",182,72,3280,13551,"No",16,3,0,10,4,2,1,3,2,4,3,1,4,2,3,2
334,334,18,True,"Travel_Rarely",1259,95,1393,24852,"No",12,3,0,1,1,0,0,0,4,2,1,2,3,2,3,1
335,335,19,False,"Travel_Rarely",1089,66,11904,11038,"Yes",14,3,1,14,6,4,0,4,2,4,3,1,3,1,1,3
336,336,18,True,"Travel_Rarely",676,86,2018,21831,"No",14,3,0,15,5,4,1,0,4,1,2,9,3,3,1,3
337,337,25,False,"Travel_Rarely",301,72,16413,3498,"No",16,3,2,27,4,2,1,2,1,2,2,22,3,2,3,3
338,338,11,False,"Travel_Rarely",172,37,5810,22604,"No",16,3,0,10,10,4,1,8,1,4,3,4,2,2,2,1
339,339,1,False,"Travel_Rarely",1255,90,2066,10494,"No",22,4,1,5,3,2,1,0,1,1,4,1,3,3,4,2
340,340,21,False,"Travel_Frequently",535,38,2400,5530,"No",13,3,2,3,2,2,2,1,4,4,3,24,3,3,3,0
341,341,21,True,"Travel_Rarely",1218,82,3407,6986,"No",23,4,0,10,5,3,0,3,3,1,2,9,2,4,3,7
342,342,4,False,"Travel_Rarely",613,42,9991,21457,"No",15,3,1,9,7,7,1,7,4,1,1,6,2,5,3,4
343,343,13,False,"Travel_Rarely",1329,59,5770,5388,"No",19,3,2,10,10,7,3,9,4,4,1,2,2,3,3,1
344,344,18,True,"Travel_Rarely",1294,79,2398,15999,"Yes",17,3,0,1,1,0,0,0,3,1,3,8,3,6,3,1
345,345,13,False,"Travel_Frequently",508,72,5321,14284,"No",11,3,1,10,8,3,7,7,1,3,4,6,2,1,3,2
346,346,9,False,"Travel_Rarely",1176,62,5561,3487,"No",14,3,1,6,6,0,1,2,2,3,1,3,3,5,2,1
347,347,18,False,"Travel_Rarely",922,39,2835,2561,"No",22,4,1,7,1,0,0,0,1,4,1,3,3,2,3,5
348,348,9,False,"Travel_Rarely",572,46,4684,9125,"No",13,3,0,5,5,3,1,2,3,4,1,10,3,4,3,1
349,349,1,False,"Non-Travel",1103,49,2144,2122,"No",14,3,0,5,5,3,1,4,3,3,3,16,3,3,2,1
350,350,7,False,"Travel_Rarely",625,50,5933,5197,"No",12,3,0,10,5,2,2,3,4,2,4,4,3,2,2,9
351,351,1,True,"Travel_Rarely",896,86,2389,14961,"Yes",13,3,0,4,4,3,0,1,3,4,3,18,2,3,2,1
352,352,14,False,"Non-Travel",1336,100,2592,7129,"No",13,3,3,13,11,10,3,8,1,2,4,2,3,3,3,5
353,353,1,False,"Non-Travel",287,73,1051,13493,"No",15,3,0,0,0,0,0,0,2,4,4,5,3,2,3,1
354,354,15,False,"Travel_Frequently",1189,90,4735,9867,"No",15,3,2,19,13,11,2,9,4,4,4,1,3,4,4,7
355,355,18,False,"Travel_Rarely",992,68,2450,21731,"No",19,3,0,3,3,0,1,2,4,1,2,1,2,3,3,1
356,356,1,False,"Travel_Frequently",889,53,2326,11411,"Yes",12,3,3,4,4,2,1,2,2,4,3,9,3,3,2,1
357,357,23,True,"Travel_Rarely",1184,43,7654,5860,"No",18,3,2,9,9,8,7,7,3,4,1,11,3,3,4,1
358,358,11,False,"Travel_Rarely",311,89,4197,18624,"No",11,3,1,10,10,8,0,2,2,3,1,20,3,2,3,1
359,359,1,True,"Travel_Rarely",1005,88,2657,8556,"Yes",11,3,0,8,5,2,0,4,4,1,3,3,3,5,3,5
360,360,7,False,"Travel_Frequently",995,87,8853,24483,"No",19,3,1,6,6,4,1,3,1,4,4,2,3,0,4,1
361,361,18,False,"Travel_Frequently",1311,100,2794,26062,"No",20,4,0,5,5,1,0,3,2,2,3,7,4,3,1,1
362,362,18,False,"Travel_Rarely",592,59,2062,19384,"No",14,3,0,11,3,2,1,2,4,1,2,7,3,2,3,3
363,363,18,False,"Travel_Frequently",635,73,2153,7703,"No",13,3,0,8,8,1,1,7,2,4,1,18,3,2,3,1
364,364,11,False,"Travel_Rarely",1396,62,5914,9945,"No",16,3,0,16,13,11,3,7,4,2,4,5,3,3,4,8
365,365,18,False,"Travel_Rarely",652,100,3578,23577,"No",12,3,0,8,7,7,0,7,3,1,4,7,4,2,3,0
366,366,9,True,"Travel_Rarely",1162,41,5238,17778,"Yes",18,3,0,12,1,0,0,0,4,3,1,3,3,3,2,4
367,367,13,True,"Travel_Rarely",903,81,4855,7653,"No",11,3,2,7,5,2,1,4,3,2,1,2,3,2,3,4
368,368,9,True,"Travel_Frequently",754,63,5617,21075,"Yes",11,3,0,10,10,7,0,8,1,4,3,26,3,4,3,1
369,369,18,False,"Travel_Rarely",917,60,2741,6865,"No",14,3,1,7,7,7,1,7,3,3,3,6,1,4,3,1
370,370,11,False,"Travel_Rarely",750,46,3407,25348,"No",17,3,2,10,10,9,6,8,2,3,4,28,4,3,2,1
371,371,11,True,"Travel_Frequently",1475,97,4284,22710,"No",20,4,0,20,4,3,1,3,1,1,1,28,2,2,3,3
372,372,9,False,"Travel_Rarely",691,48,6825,21173,"No",11,3,1,10,9,7,4,2,3,2,4,8,3,2,3,0
373,373,18,True,"Travel_Rarely",1404,32,2367,18779,"No",12,3,1,6,4,1,0,3,3,4,1,17,2,2,2,5
374,374,9,False,"Travel_Rarely",1009,31,6893,19461,"No",15,3,1,11,7,7,1,7,2,1,4,2,3,3,3,3
375,375,15,False,"Non-Travel",1169,64,5467,2125,"No",18,3,1,16,8,7,1,7,3,2,3,14,3,4,4,8
376,376,1,False,"Travel_Rarely",1320,89,2585,21643,"No",17,3,0,2,1,0,0,0,3,3,4,20,4,5,2,0
377,377,15,False,"Travel_Rarely",783,78,4284,13588,"Yes",22,4,1,16,5,3,0,4,4,1,3,7,3,2,3,5
378,378,7,False,"Travel_Frequently",653,92,5063,15332,"No",14,3,1,8,8,2,7,7,4,3,2,10,2,3,2,1
379,379,1,False,"Travel_Rarely",691,89,2725,21630,"Yes",11,3,2,6,6,5,1,4,2,4,2,23,4,3,3,1
380,380,20,False,"Travel_Rarely",989,46,19033,6499,"No",14,3,1,21,20,8,9,9,4,3,2,4,3,2,3,1
381,381,14,False,"Travel_Rarely",309,82,2187,19655,"No",14,3,0,6,2,0,1,2,3,2,3,2,3,3,3,4
382,382,11,False,"Travel_Rarely",194,60,2348,10901,"No",18,3,1,20,17,9,0,15,2,2,3,9,3,2,1,8
383,383,18,False,"Non-Travel",786,76,2570,11925,"No",20,4,0,7,7,7,5,7,4,4,3,7,3,5,3,1
384,384,8,False,"Travel_Rarely",1176,98,19658,5220,"No",11,3,1,27,5,2,1,0,4,3,3,26,3,2,3,3
385,385,15,False,"Travel_Rarely",431,68,6854,15696,"No",15,3,1,14,7,1,1,7,4,4,2,7,3,2,2,4
386,386,18,True,"Travel_Rarely",471,66,2340,23213,"Yes",18,3,0,1,1,0,0,0,3,4,2,24,1,3,1,1
387,387,1,False,"Travel_Frequently",1391,66,2684,12127,"No",17,3,1,3,2,1,0,2,3,3,2,10,3,0,2,0
388,388,28,False,"Travel_Rarely",363,77,10252,4235,"Yes",21,4,1,17,7,7,7,7,3,1,3,1,1,2,3,2
389,389,18,False,"Travel_Rarely",1240,33,2341,19715,"No",13,3,1,1,1,0,0,0,4,1,4,2,3,6,3,1
390,390,1,False,"Travel_Rarely",529,78,2439,11288,"No",14,3,0,4,4,2,1,2,4,1,4,2,3,4,3,1
391,391,28,False,"Travel_Rarely",397,54,7756,14199,"Yes",19,3,1,10,5,4,0,2,4,3,4,2,2,6,4,3
392,392,9,False,"Travel_Rarely",1093,87,5010,24301,"No",16,3,0,12,11,8,5,7,2,3,1,6,3,0,3,1
393,393,20,False,"Travel_Rarely",1059,93,19613,26362,"No",22,4,0,24,1,0,0,1,4,4,4,9,2,2,3,8
394,394,18,True,"Travel_Frequently",289,38,2561,5355,"No",11,3,0,8,0,0,0,0,3,1,3,2,2,2,2,7
395,395,9,False,"Travel_Rarely",469,42,5869,23413,"No",11,3,0,8,5,2,1,4,3,3,3,10,2,2,3,9
396,396,18,False,"Non-Travel",1092,60,2694,26551,"No",11,3,3,1,1,0,0,0,3,2,3,9,2,4,3,1
397,397,15,False,"Non-Travel",1200,62,4087,25174,"No",14,3,1,9,6,5,1,2,4,1,2,1,3,3,2,4
398,398,1,False,"Travel_Frequently",878,43,3815,5972,"Yes",17,3,1,5,5,3,2,0,4,3,4,10,3,4,4,1
399,399,13,False,"Travel_Rarely",575,44,4320,24152,"No",13,3,0,5,5,3,0,2,4,2,4,25,2,2,3,1
400,400,13,False,"Travel_Rarely",867,87,5151,12315,"No",25,4,1,10,10,0,7,9,1,1,4,9,3,3,3,1
401,401,7,False,"Travel_Rarely",1229,30,4035,16143,"Yes",16,3,0,4,3,2,1,2,4,3,2,4,3,2,3,0
402,402,13,False,"Travel_Rarely",977,56,6474,9961,"No",13,3,1,14,14,8,3,11,4,4,2,1,2,2,2,1
403,403,7,False,"Travel_Frequently",791,38,4244,9931,"No",24,4,1,8,8,7,3,7,3,2,4,2,4,2,3,1
404,404,9,False,"Travel_Rarely",1358,96,5301,2939,"No",15,3,2,4,2,1,2,2,4,3,3,16,3,2,2,8
405,405,20,False,"Non-Travel",105,87,19431,15302,"No",13,3,0,21,6,0,1,3,4,4,3,9,3,3,2,2
406,406,9,True,"Travel_Rarely",1365,46,4233,11512,"No",17,3,0,9,3,1,1,2,2,1,3,13,3,2,1,2
407,407,9,True,"Travel_Rarely",414,82,9907,26186,"Yes",12,3,0,7,2,2,2,2,3,2,3,2,2,3,2,7
408,408,14,False,"Travel_Rarely",1075,57,2277,22650,"Yes",11,3,1,7,4,3,0,3,4,2,3,3,3,4,4,3
409,409,20,False,"Travel_Rarely",1199,92,19190,17477,"No",14,3,2,26,25,9,14,13,3,1,4,4,4,4,2,1
410,410,24,False,"Travel_Rarely",584,91,17426,18685,"No",25,4,1,36,10,8,4,7,2,3,3,22,3,6,3,3
411,411,9,False,"Travel_Frequently",1184,62,4327,25440,"No",12,3,3,5,0,0,0,0,2,2,4,2,3,2,3,5
412,412,11,False,"Travel_Rarely",589,79,5207,22949,"Yes",12,3,1,15,15,14,5,7,2,3,2,28,3,3,3,1
413,413,19,False,"Travel_Rarely",530,91,12504,23978,"No",21,4,1,15,0,0,0,0,1,3,2,29,3,3,1,3
414,414,15,False,"Travel_Rarely",1031,45,4505,15000,"No",15,3,1,12,1,0,0,0,3,2,3,6,2,3,3,6
415,415,20,False,"Travel_Frequently",570,66,18430,16225,"No",13,3,1,24,24,7,14,9,2,4,2,8,3,4,2,1
416,416,9,False,"Travel_Rarely",309,88,6694,24223,"Yes",14,3,3,8,1,0,0,0,4,4,3,10,2,5,3,2
417,417,17,False,"Travel_Rarely",1450,52,19081,10849,"No",11,3,1,25,4,2,0,3,4,2,1,15,3,2,3,5
418,418,21,True,"Travel_Rarely",1420,85,3041,16346,"No",11,3,1,5,4,3,0,2,3,1,2,2,3,3,3,0
419,419,24,False,"Travel_Rarely",1053,70,17099,13829,"No",15,3,1,26,9,8,7,8,4,4,2,1,3,2,2,2
420,420,1,False,"Travel_Rarely",827,71,2956,15178,"No",13,3,0,1,1,0,0,0,4,1,4,1,3,2,3,1
421,421,9,True,"Travel_Frequently",306,100,4286,5630,"No",14,3,2,5,1,1,0,0,1,1,4,26,3,4,3,2
422,422,14,True,"Travel_Rarely",1107,52,2742,3072,"No",15,3,0,2,2,2,2,2,1,3,4,9,3,0,3,1
423,423,9,False,"Travel_Rarely",117,73,4403,9250,"No",11,3,1,8,5,2,0,3,2,4,3,13,3,3,2,2
424,424,13,False,"Travel_Rarely",1261,88,6553,7259,"No",14,3,0,14,1,0,0,0,4,3,2,2,3,3,3,9
425,425,23,False,"Travel_Rarely",1239,39,8628,22914,"No",18,3,1,9,8,7,1,1,4,3,3,13,3,2,2,1
426,426,7,False,"Travel_Frequently",422,33,5562,21782,"No",13,3,1,12,5,2,2,2,4,4,2,1,3,2,2,4
427,427,1,False,"Travel_Rarely",841,46,2368,23300,"No",19,3,0,5,5,4,4,3,3,2,3,6,2,3,2,1
428,428,9,False,"Travel_Rarely",817,56,8120,18597,"No",12,3,0,12,2,2,2,2,2,2,4,2,4,3,3,3
429,429,17,False,"Travel_Frequently",840,64,19419,3735,"No",17,3,1,21,18,16,0,11,1,3,2,9,3,2,4,2
